industry_description,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases
"Surgeons' (except dental) offices (e.g., centers, clinics)",10,0,0,1
"Surgeons', dental, offices (e.g., centers, clinics)",0,0,0,0
Surgery on trees and vines,1,0,1,0
Surgical Allografts Manufacturing,6,0,5,0
Surgical Appliance And Supplies Manufacturing,101,0,125,63
Surgical Appliance and Supplies,16,0,2,8
Surgical Appliance and Supplies Manufacturing,8,0,4,4
Surgical Appliance and Supplies Mfg,5,0,2,3
Surgical and Medical Instrument Manuf RandD,0,0,0,0
Surgical and Medical Instrument Manufacturing,70,0,26,17
Surgical and Medical Instrument Manufaturing,1,0,1,1
Surgical and Medical Instruments,24,0,6,2
Surgical and Medical Instruments and Apparatus,13,0,7,1
Surgical and Medical Insturment Manufacturing,0,0,0,0
Surgical appliance and supplies manufacturing,1,0,0,1
Surgical clamps manufacturing,2,0,0,2
Surgical dressings manufacturing,4,0,3,0
Surgical implants manufacturing,61,0,18,23
Surgical instrument repair and maintenance services,1,0,1,0
Surgical instruments and apparatus merchant wholesalers,14,0,1,5
Surgical knife blades and handles manufacturing,6,0,1,3
"Surgical pathologists' offices (e.g., centers, clinics)",0,0,0,0
Surgical stapling devices manufacturing,61,0,19,16
Surgical supplies (except medical instruments) manufacturing,224,0,74,86
Surgical supplies merchant wholesalers,66,0,28,3
Surimi manufacturing,22,0,11,7
"Surveillance system, installation only",4,0,2,2
Surveying (except seismographic) oil or gas wells on a contract basis,0,0,0,0
Surveying and Mapping (except Geophysical) Services,0,0,0,0
Surveying and mapping services (except geophysical),0,0,0,0
Surveying instruments manufacturing,5,0,0,3
"Surveying services, geophysical",0,0,0,0
Survival training instruction,4,0,1,0
Suspended ceiling installation,0,0,0,0
"Suspension repair shops, automotive",1,0,0,1
"Sutures, surgical, manufacturing",16,0,11,2
Swabbing oil or gas wells on a contract basis,0,0,0,0
"Swaging machines, metalworking, manufacturing",5,0,3,1
"Swatches and samples, mounting for the trade",2,0,1,0
Sweater jackets made in apparel knitting mills,0,0,0,0
"Sweater jackets, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",1,0,1,0
"Sweet corn farming, field and seed production",15,0,6,3
"Sweet potato farming, field and seed potato production",22,0,4,9
Sweet yeast goods (except frozen) manufacturing,3,0,3,0
"Sweet yeast goods, frozen, manufacturing",11,0,4,7
Sweetening syrups (except pure maple) manufacturing,19,0,9,7
Swimming instruction,8,0,8,1
Swimming pool (above-ground) and supply stores,0,0,0,0
Swimming pool chemical preparations manufacturing,26,0,8,13
Swimming pool cleaning and maintenance services,76,0,33,27
"Swimming pool covers and liners, plastics, manufacturing",43,0,9,29
Swimming pool screen enclosure construction,16,0,3,7
Swimming pool supply stores,7,0,3,0
"Swimming pool, outdoor, construction",354,0,178,103
Swimming pools,12,0,2,4
Swimming pools and equipment merchant wholesalers,9,0,3,0
"Swimming pools, above ground, manufacturing",10,0,3,4
"Swimming pools, fiberglass, manufacturing",97,0,20,54
"Swine feed, complete, manufacturing",0,0,0,0
"Swine feed, supplements, concentrates, and premixes, manufacturing",3,0,0,1
"Switch boxes, electrical wiring, manufacturing",11,0,5,2
"Switchboards and parts, power, manufacturing",11,0,2,9
"Switchboards, electrical distribution, merchant wholesalers",18,0,6,3
"Switches for electrical wiring (e.g., pressure, pushbutton, snap, tumbler) manufacturing",9,0,7,0
Switches for electronic applications manufacturing,40,0,13,5
"Switches, electric power (except pushbotton, snap, solenoid, tumbler), manufacturing",6,0,2,0
"Switches, electrical, merchant wholesalers",0,0,0,0
"Switches, electronic, merchant wholesalers",3,0,1,2
"Switches, outlet box mounting-type, manufacturing",5,0,0,3
"Switches, pneumatic positioning remote, manufacturing",0,0,0,0
Switchgear and Switchboard Apparatus Manufacturing,0,0,0,0
Switchgear and switchgear accessories manufacturing,153,0,40,92
"Switching equipment, power, manufacturing",1,0,1,0
"Switching equipment, telephone, manufacturing",1,0,1,0
"Switching services, railroad",2,0,0,0
Symphony orchestras,20,0,6,4
Synthetic Rubber Manufacturing,5,0,6,0
"Synthetic rubber (i.e., vulcanizable elastomers) manufacturing",15,0,6,8
Synthetic rubber merchant wholesalers,1,0,0,1
"Synthetic stones, for gem stones and industrial use, manufacturing",2,0,1,1
"Syringes, hypodermic, manufacturing",22,0,13,4
Syrup (except fountain) merchant wholesalers,26,0,24,0
"Syrup, beverage, manufacturing",52,0,39,7
"Syrup, corn, made by wet milling",9,0,0,2
"Syrup, flavoring (except coffee based), manufacturing",18,0,3,11
"Syrup, flavoring, coffee based, manufacturing",3,0,0,2
"Syrup, sweetening (except pure maple), manufacturing",18,0,16,0
"Syrup, table, artificially flavored, manufacturing",21,0,13,3
"Systems integration design consulting services, computer",2,0,0,0
"Systems integration design services, computer",7,0,1,2
T-shirt shops,2,0,1,0
"T-shirts, outerwear, cut and sew apparel contractors",0,0,0,0
"T-shirts, outerwear, made in apparel knitting mills",0,0,0,0
TAXICAB COMPANY ALL OTHER EMPLOYEES,0,0,0,0
TELECOMMUNICATIONS_CELL TOWER_CARRIER UPGRADES_LINE/ANTENNA,0,0,0,0
TEMPORARY SHELTERS,1,0,0,0
TEN,0,0,0,0
THEATER MOTION PICTURE (CA),12,0,6,0
"THEATER NOC PLAYERS, ENTERTAINERS OR MUSICIANS",8,0,6,2
"THERAPISTS (PHYSICAL, OCCUPATIONAL, ETC.)",9,0,2,5
THRIFT,0,0,0,0
TIMBER,3,0,0,1
TIMBER TRACK OPERATIONS,0,0,0,0
TOOL MFG.-NOT DROP OR MACHINE FORGE NOC,4,0,0,4
TOWABLE RV MANUFACTURER,28,0,5,4
TRANSPORTAION,0,0,0,0
TRANSPORTATION,1021,0,705,45
TREATMENT OF LUMBER AND MANUFACTURING OF FENCE,39,0,6,11
"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS",3,0,1,2
TRUCKING,14,0,9,4
TRUCKING-LOCAL HAULING ONLY-ALL EMPLOYEES,8,0,4,2
TRUCKING-LONG DISTANCE HAULING-ALL EMPLOYEES,6,0,2,2
TURKEY PRODUCTION,47,0,6,20
TV (television) stores,0,0,0,0
"TW Metals, Inc.",17,0,2,12
TX,0,0,0,0
Table and banquet accessory rental,42,0,8,13
Table linen supply services,27,0,20,8
Table salt manufacturing,3,0,2,0
"Table tops, marble, manufacturing",13,0,9,2
Tablecloths (except paper) made from purchased materials,1,0,0,1
"Tablecloths, paper, made from purchased paper",2,0,2,0
"Tables (except wood), office-type, manufacturing",10,0,3,2
"Tables, wood household-type, manufacturing",3,0,0,1
"Tables, wood, office-type, manufacturing",33,0,6,15
"Tablets (e.g., memo, note, writing) made from purchased paper",0,0,0,0
"Tablets, metal, manufacturing",4,0,1,2
Tableware made in glass making plants,12,0,3,5
"Tableware, vitreous china, manufacturing",1,0,0,1
"Tackle, fishing (except line, nets, seines), manufacturing",2,0,0,1
"Tacks, metal, made from purchased wire",0,0,0,0
Tailors' supplies merchant wholesalers,0,0,0,0
Take out eating places,7,0,7,0
Talent agents,0,0,0,0
Tall oil (except skimmings) manufacturing,3,0,4,0
Tallow produced in rendering plant,10,0,6,4
Tank bodies for trucks manufacturing,17,0,4,4
"Tank cleaning and disposal services, commercial or industrial",94,1,36,26
"Tank cleaning services, septic",8,0,7,1
Tank lining contractors,13,0,5,2
"Tank trailer, liquid and dry bulk, manufacturing",86,0,24,35
"Tank trucks (e.g., fuel oil, milk, water) assembling on purchased chassis",20,0,7,3
Tanker fuel  local,1,0,0,0
Tanker trucking,14,0,11,0
"Tanker trucking (e.g., chemical, juice, milk, petroleum), local",240,3,168,45
"Tanker trucking (e.g., chemical, juice, milk, petroleum), long-distance",180,0,126,14
Tanker trucking long distance,15,0,10,1
"Tanker, fuel, local",14,0,14,0
"Tanks, heavy gauge metal, manufacturing",123,0,52,21
"Tanks, military (including factory rebuilding), manufacturing",95,0,47,15
"Tanks, storage, plastics or fiberglass, manufacturing",266,1,83,82
Tannery leather manufacturing,17,0,2,12
Tanning  currying  finishing hides and skins,9,0,8,2
Tape and Paper Machine Manufacture and Repair,9,0,7,2
Tape core manufacturer,0,0,0,0
"Tape slitting (e.g., cutting plastic or leather into widths) for the trade",12,0,4,5
"Tape storage units (e.g., drive backups), computer peripheral equipment, manufacturing",1,0,1,0
"Tape, pressure sensitive, gummed, made from purchased paper or other materials",3,0,0,3
Tapered roller bearings manufacturing,1,0,0,0
"Tapes (e.g., adding machine, calculator, cash register) made from purchased paper",11,0,3,5
"Tapes, medical adhesive, manufacturing",17,0,10,2
"Tapes, nonwoven fabric, manufacturing",14,0,3,3
"Tapes, pressure sensitive (e.g., cellophane, masking), gummed, made from purchased paper or other materials",7,0,1,4
"Tapes, pressure sensitive, gummed, made from purchased paper or other materials",13,0,4,4
"Tapes, varnished and coated (except magnetic), made from purchased fabric",15,0,5,7
Taping and finishing drywall,8,0,6,0
Tapioca manufacturing,1,0,0,0
"Tapping machines, metalworking, manufacturing",0,0,0,0
"Taps and dies (i.e., a machine tool accessory) manufacturing",0,0,0,0
Tar and asphalt paving mixtures made from purchased asphaltic materials,19,0,8,4
Tar made by distillation of coal tar,2,0,1,0
Tarpaulins made from purchased fabrics,9,0,3,6
"Taverns (i.e., drinking places)",3,0,2,1
Taxation departments,2,0,1,1
Taxicab dispatch services,26,0,26,0
Taxicab organizations,0,0,0,0
Taxicab services,2,0,2,0
Tea (except herbal) manufacturing,4,0,3,0
Tea blending,1,0,1,0
"Tea, herbal, manufacturing",9,0,5,2
"Tea, iced, manufacturing",0,0,0,0
"Tea, instant, manufacturing",1,0,0,0
"Teaching machines (e.g., flight simulators) manufacturing",15,0,5,3
Team member was lifting a 50lb item when they felt a sharp pain in their chest. The team member was diagnosed with a chest strain.,1,0,1,0
Tech Support,0,0,0,0
Technetium medicinal preparations manufacturing,1,0,1,0
Technical Rendering,3,0,2,0
"Technical glassware and glass products, pressed or blown, made in glass making plants",0,0,0,0
Technical manuals and papers (books) printing and binding without publishing,4,0,0,2
Technology,4,0,1,2
Teen outreach services,9,0,4,3
Teeth (except customized) manufacturing,1,0,0,0
"Teeth whiteners (e.g., pastes, gels) manufacturing",0,0,0,0
"Teeth, custom made in dental laboratories",0,0,0,0
Telcom Industry,0,0,0,0
Telecommunications,55,0,25,12
"Telecommunications carriers, cellular telephone",5,0,5,0
"Telecommunications carriers, wired",390,0,183,91
Telecommunications equipment and wiring (except transmission line) installation contractors,142,1,59,41
Telecommunications equipment rental or leasing,0,0,0,0
Telecommunications equipment repair & Logistics,12,0,0,0
Telecommunications management consulting services,3,0,2,0
Telecommunications resellers,45,0,24,15
Telecomunications,63,0,35,7
Teleconferencing services,13,0,7,1
Telemarketing Bureaus and Other Contact C,0,0,0,0
Telemarketing Bureaus and Other Contact Centers,0,0,0,0
Telemarketing bureaus,11,0,8,0
Telemetry and tracking system operations on a contract or fee basis,0,0,0,0
Telephone Answering Services,0,0,0,0
Telephone Call Centers,2,0,4,0
"Telephone and telegraph transformers, electronic component-type, manufacturing",2,0,1,1
Telephone answering services,5,0,1,1
Telephone call centers,4,0,4,2
Telephone carrier line equipment manufacturing,0,0,0,0
"Telephone communications carriers, wireless (except satellite)",9,0,4,2
Telephone communications resellers (except satellite telecommunications and agents for wireless telecommunications services),0,0,0,0
Telephone equipment and building wiring installation,2,0,1,0
Telephone installation contractors,1,0,1,0
Telephone line construction,15,0,6,0
Telephones (except cellular telephone) manufacturing,3,0,1,0
"Telephones, coin-operated, manufacturing",0,0,0,0
Telescopes manufacturing,0,0,0,0
Television (TV) sets manufacturing,12,0,8,5
Television broadcasting stations,0,0,0,0
"Television housings, plastics, manufacturing",51,0,18,26
"Television order, home shopping",6,0,4,1
Television rental,4,0,1,1
Television show production,11,0,4,0
Television subscription services,2,0,1,0
"Television tower sections, fabricated structural metal, manufacturing",2,0,0,2
Television transmitting antennas and ground equipment manufacturing,3,0,0,2
Television transmitting tower construction,0,0,0,0
"Television, closed-circuit equipment, manufacturing",0,0,0,0
Temperature control system installation,6,0,2,1
"Temperature controls, automatic, residential and commercial-types, manufacturing",4,0,2,0
"Temperature instruments, industrial process-type (except glass and bimetal thermometers), manufacturing",3,0,1,3
Tempered glass made from purchased glass,22,0,7,7
Tempering,9,0,3,1
Tempering metals and metal products for the trade,0,0,0,0
"Templates, drafting, manufacturing",0,0,0,0
"Temples and fronts (i.e., eyeglass frames), ophthalmic, manufacturing",8,0,3,3
Temporary Help Services,65,0,12,12
Temporary Shelter,0,0,0,0
Temporary Shelters,6,0,0,3
Temporary Staffing,0,0,0,0
Temporary Staffing Solutions,0,0,0,0
Temporary employment services,196,0,106,51
Temporary help services,269,1,136,31
Temporary housing for families of medical patients,0,0,0,0
"Temporary shelters (e.g., battered women's, homeless, runaway youth)",185,0,89,63
Temporary staffing services,1321,0,570,258
Ten pin bowling centers,1,0,1,0
Tennis club facilities,1,0,1,0
"Tennis courts, outdoor, construction",1,0,0,0
Tennis equipment and supplies merchant wholesalers,1,0,0,0
"Tent, camping, rental",0,0,0,0
"Tent, party, rental",132,1,59,38
Tents made from purchased fabrics,28,0,8,12
Term Svc Facility Motor Veh Pass Trans,2,0,2,0
Terminal,4,0,4,0
Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transpo,0,0,0,0
"Terminal, Full Service Shop",16,0,16,0
Terminals and connectors for electrical devices manufacturing,20,0,5,8
"Terminals, computer, manufacturing",0,0,0,0
"Terminals, petroleum",1,0,0,0
Termite control services,10,0,6,4
Terneplate merchant wholesalers,0,0,0,0
Terrazzo and tile refinishing,10,0,5,3
Terrazzo contractors,8,0,7,3
"Terrazzo products, precast (except brick, block and pipe), manufacturing",0,0,0,0
Test boring for construction,3,0,2,0
"Test development and evaluation services, educational",12,0,3,3
Test drilling for metal mining on a contract basis,0,0,2,0
Test equipment for electronic and electrical circuits and equipment manufacturing,0,0,0,0
Testing Laboratories,28,0,7,8
Testing Laboratories and Services,0,0,0,0
"Testing and measuring equipment, electrical (except automotive), merchant wholesalers",2,0,0,1
"Testing equipment (e.g., abrasion, shearing strength, tensile strength, torsion) manufacturing",5,0,0,4
Testing laboratories,0,0,0,0
"Testing laboratories (except medical, veterinary)",6,0,3,2
"Testing laboratories, medical",69,0,14,3
"Testing services, educational",0,0,0,0
"Testing, Inspection, Certification",0,0,0,0
"Testing, weighing, inspecting, packaging machinery manufacturing",9,0,1,4
Textile,1,0,0,0
Textile And Fabric Finishing Mills,15,0,7,4
Textile Bag and Canvas Mills,23,0,2,15
Textile Manufacturer,5,0,3,2
Textile Manufacturing,1,0,0,1
Textile Supplier,21,0,6,10
Textile and Fabric Finishing Mills,0,0,0,0
Textile bags made from purchased woven or knitted materials,9,0,4,0
Textile broadwoven fabrics mills,91,0,43,25
Textile cutting services,0,0,0,0
Textile design services,0,0,0,0
Textile finishing assistants manufacturing,0,0,0,0
"Textile finishing machinery (e.g., bleaching, dyeing, mercerizing, printing) manufacturing",6,0,3,1
Textile glass fibers made in glass making plants,2,0,2,0
Textile machinery and equipment merchant wholesalers,1,0,1,0
Textile making machinery manufacturing,4,0,1,1
Textile mill construction,1,0,1,0
"Textile mills, broadwoven fabrics",16,0,3,9
"Textile mills, narrow woven fabric",7,0,1,0
Textile narrow woven fabric mills,4,0,1,0
Textile printing inks manufacturing,0,0,0,0
Textile printing machinery manufacturing,12,0,4,5
Textile products (except apparel) made in broadwoven fabric mills,2,0,0,0
Textile products (except apparel) made in narrow woven fabric mills,1,0,1,0
